0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,32,0,0,0,0,55,53,65,0,0,0,7,103,61,104,109,116,0,0,0
6,0,0,0,0,44,27,47,53,61,0,9,76,3,17,0,0,24,103,66,0,0
6,2,32,0,0,0,24,57,53,49,0,74,0,0,0,34,96,21,57,113,0,0
8,3,17,0,0,0,51,19,29,53,0,75,77,83,32,0,0,0,46,103,122,0
9,3,32,0,0,0,6,0,44,53,0,76,1,0,0,55,26,103,117,0,0,0
5,4,17,0,0,0,0,29,48,0,0,77,86,83,90,0,0,110,42,49,0,0
5,2,17,0,0,0,0,48,53,65,0,75,77,86,83,3,0,0,63,103,0,0
8,5,17,0,0,0,0,28,55,53,0,77,86,83,32,0,0,24,48,103,49,0
6,1,33,0,0,45,0,21,53,66,0,9,76,3,17,0,0,0,52,113,0,0
10,6,17,0,0,2,52,35,53,60,0,11,76,0,0,0,24,21,55,103,0,0
10,6,17,0,0,2,33,21,55,53,0,78,89,11,76,0,0,0,0,19,0,0
2,7,22,0,0,0,0,53,65,0,0,79,12,97,0,27,24,49,66,0,0,0
10,6,17,0,0,0,21,58,49,0,0,11,1,32,0,0,0,24,55,93,121,0
0,0,0,0,0,0,0,0,0,0,0,14,77,38,0,0,0,0,52,103,120,0
6,19,22,0,0,46,21,57,53,70,0,77,3,32,0,0,0,0,52,61,122,125
5,20,28,0,0,0,0,34,24,48,0,77,86,98,4,83,0,0,30,114,123,0
11,6,33,0,0,0,19,35,46,53,0,80,76,0,0,103,71,111,66,0,0,0
12,6,17,0,0,0,2,21,28,53,0,81,77,83,87,5,0,0,0,48,0,0
11,5,34,0,0,0,24,57,55,53,0,82,90,98,0,0,0,94,96,26,0,0
11,6,17,0,0,0,27,24,54,62,0,79,13,32,0,0,0,40,49,66,0,0
5,1,35,0,0,19,28,48,53,0,0,83,17,74,0,0,0,96,114,113,0,0
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,34,105,112,0,0,0,0
10,6,36,0,0,0,23,53,66,0,0,76,17,0,0,52,44,57,103,0,0,0
5,21,17,0,0,0,25,19,55,39,53,76,31,32,93,0,0,24,0,49,121,0
11,6,3,0,0,0,24,46,53,71,0,16,91,88,18,0,0,0,112,71,0,0
9,0,37,2,0,47,6,21,39,53,0,12,76,0,0,0,0,96,63,68,0,0
5,22,21,0,0,28,7,48,53,0,0,77,83,32,0,0,0,0,114,103,0,0
12,5,3,0,0,48,35,22,19,0,0,83,76,87,0,0,0,51,21,118,113,0
8,5,3,0,0,0,17,21,48,53,0,79,76,96,0,0,0,19,47,113,0,0
13,23,17,0,0,47,21,53,66,0,0,9,91,32,0,0,0,0,40,24,103,0
14,6,38,0,0,0,52,59,53,0,0,11,76,99,22,0,0,40,103,0,0,0
15,24,39,0,0,0,0,53,54,67,0,5,92,17,0,0,33,94,34,61,68,0
6,25,17,0,0,0,0,53,65,66,0,84,76,87,0,0,94,24,21,47,93,49
16,6,2,0,0,0,35,57,126,53,0,78,0,100,0,27,106,49,73,71,0,0
5,22,24,0,0,0,0,60,53,65,0,76,37,0,0,94,55,103,49,67,0,0
11,6,3,0,0,0,0,17,55,53,0,9,76,32,0,0,55,106,49,121,0,0
0,0,0,0,0,0,0,0,0,0,0,77,86,101,0,0,0,33,52,69,124,0
2,17,40,0,0,0,53,61,65,0,0,85,93,0,0,0,33,24,97,49,67,0
17,26,41,0,0,0,0,53,67,0,0,11,94,0,0,55,49,113,65,0,0,0
6,27,35,0,0,49,54,62,68,0,0,11,76,17,0,0,3,0,24,53,61,0
11,6,17,0,0,0,0,27,24,53,0,79,76,87,0,0,106,103,66,0,0,0
10,6,37,0,0,50,55,63,53,0,0,76,1,17,0,0,0,0,24,49,61,0
10,5,32,0,0,2,35,55,53,0,0,11,76,97,0,0,0,49,113,66,0,0
10,5,32,0,0,0,0,3,53,61,0,78,11,76,0,0,33,34,24,67,0,0
