11,5,22,0,0,0,0,24,53,49,73,9,31,74,0,0,34,21,55,103,0,0
11,17,42,0,0,0,0,53,60,0,0,9,5,94,0,0,19,103,117,121,0,0
11,2,17,0,0,0,27,57,53,0,0,12,76,31,0,0,87,0,24,103,68,0
5,28,19,0,0,0,0,24,48,53,0,77,86,83,0,0,57,114,103,62,0,0
8,29,17,0,0,21,56,48,69,53,0,77,83,87,0,0,0,24,118,42,0,0
5,30,22,0,0,0,28,48,69,53,0,77,86,32,0,0,83,94,102,119,69,0
11,28,22,0,0,0,21,48,53,0,0,77,19,102,0,0,0,49,0,0,0,0
11,6,32,0,0,0,3,55,53,67,0,12,36,34,0,0,0,48,71,65,0,0
11,13,22,0,0,0,55,53,54,0,0,9,68,87,0,0,0,52,21,113,0,0
8,5,32,0,0,0,0,64,28,48,0,86,83,74,0,0,30,94,119,114,113,0
5,30,22,0,0,0,0,28,48,53,0,87,74,102,0,0,107,115,0,0,0,0
11,6,17,0,0,0,21,2,55,53,0,77,86,32,0,0,0,50,94,24,93,66
6,19,17,0,0,0,0,24,61,72,0,79,76,87,0,0,108,49,120,0,0,0
12,31,35,0,0,0,53,60,61,0,0,3,95,22,0,0,0,58,57,67,0,0
11,6,43,0,0,0,0,19,53,71,0,88,76,34,0,0,57,103,65,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,96,33,0,0,0,0,19,46,103,0
18,6,3,0,0,0,0,55,47,53,0,76,43,40,0,0,24,57,113,66,0,0
5,30,22,0,0,28,48,53,66,0,0,86,83,32,0,0,0,0,74,119,114,110
6,22,0,0,0,35,53,73,62,61,0,3,32,0,0,0,55,103,68,66,0,0
2,0,0,0,19,48,35,53,65,0,0,11,76,91,87,0,0,49,67,0,0,0
11,6,2,17,0,0,0,0,24,53,0,12,76,97,87,0,0,94,29,103,0,0
6,13,3,87,0,0,0,0,24,53,66,77,86,5,98,20,0,0,28,48,113,0
0,0,0,0,55,53,60,127,18,0,0,90,3,0,0,19,47,62,65,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11,6,38,0,0,0,0,105,39,66,0
12,5,2,22,0,0,23,53,60,0,0,76,97,0,0,0,0,50,55,103,0,0
6,3,31,17,0,0,0,45,53,66,0,32,0,0,0,23,45,103,49,65,0,0
영상스토리텔링,12,6,17,0,0,0,55,53,0,0,79,158,76,87,0,0,0,24,47,103,0
5,3,2,0,0,0,28,48,53,0,0,77,86,0,0,0,52,119,48,69,103,0
11,17,0,64,0,21,55,53,62,128,0,9,6,0,0,0,24,46,103,111,0,0
5,22,0,0,7,53,60,66,120,0,0,76,3,32,0,0,0,0,55,103,122,0
11,6,22,0,64,0,53,117,67,0,0,76,32,0,0,0,0,44,113,61,0,0
12,6,2,22,0,0,35,53,49,0,0,76,32,0,0,0,23,24,55,93,61,0
9,2,17,0,0,0,25,145,53,0,0,11,97,32,0,0,0,29,103,68,0,0
8,5,17,0,0,0,29,48,53,0,0,3,74,0,0,0,28,34,24,103,107,0
6,17,0,0,0,0,25,34,53,65,0,11,76,87,0,0,94,19,93,49,0,0
13,43,17,0,0,0,24,21,53,54,0,11,6,32,0,0,0,55,49,121,0,0
6,17,0,0,55,35,53,68,65,0,0,76,87,0,0,0,40,24,93,49,61,0
3,17,0,0,145,46,35,103,71,0,0,80,76,92,32,0,0,0,55,129,0,0
2,0,64,0,0,0,51,57,53,68,0,75,5,3,87,0,0,55,46,103,0,0
6,3,22,0,0,0,0,52,19,53,67,11,12,76,0,0,29,55,103,0,0,0
5,6,3,0,0,30,28,48,69,53,0,77,83,0,0,0,19,48,49,0,0,0
11,6,43,0,0,0,0,52,34,24,0,76,3,88,0,0,21,53,71,100,67,0
6,17,0,0,0,27,54,61,67,0,0,3,43,0,0,0,40,24,123,49,0,0
12,0,0,0,23,28,48,35,53,0,0,83,81,5,0,0,102,24,103,49,0,0
3,0,0,0,34,57,48,53,60,0,0,12,32,0,0,0,28,21,130,49,0,0
10,6,131,17,0,0,0,0,27,0,0,11,76,87,0,0,46,53,68,0,0,0
11,17,0,0,0,52,34,19,53,0,0,76,87,0,0,0,96,19,24,46,103,0
0,0,0,0,0,0,0,0,0,0,0,22,0,0,57,55,103,65,66,0,0,0
11,22,0,0,0,24,29,55,53,61,0,77,86,3,87,0,0,0,102,28,34,0
11,1,17,0,0,0,34,53,49,0,0,9,5,76,3,87,0,24,0,103,0,68
9,6,3,17,0,0,0,55,53,0,0,11,76,32,0,0,0,24,42,103,0,0
5,17,0,0,30,28,96,48,69,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,53,61,68,18,0,0,79,76,0,0,24,55,106,47,103,0,0
9,13,133,17,0,0,33,39,35,53,54,77,83,132,87,0,0,0,0,24,45,0
11,6,3,22,0,0,33,21,29,53,0,11,0,0,0,0,25,49,68,67,0,0
9,5,17,0,0,57,53,117,61,0,0,11,5,87,0,0,0,0,25,24,55,0
11,6,22,0,0,53,54,60,66,0,0,9,3,32,0,0,0,0,34,49,121,0
10,6,1,0,0,0,0,24,55,53,0,0,0,0,0,0,0,0,0,0,0,0
9,3,2,17,0,0,0,49,54,61,0,9,32,0,0,0,0,134,49,0,0,0
6,2,17,0,0,21,58,53,112,0,0,9,76,87,0,0,0,55,67,0,0,0
5,137,0,0,34,26,35,53,136,0,0,11,76,0,0,0,0,27,21,103,135,0
5,17,0,0,0,0,28,24,48,53,139,77,0,0,102,19,7,107,138,0,0,0
6,37,22,0,0,0,0,53,65,66,0,76,91,0,0,51,96,24,113,68,0,0
6,3,0,0,0,0,50,55,53,61,0,11,77,83,132,0,0,106,49,0,0,0
141,6,0,0,0,96,59,47,105,135,0,140,142,14,76,38,0,0,0,34,103,0
11,3,17,0,0,0,44,48,53,0,0,6,32,0,0,0,123,42,103,49,0,0
6,4,17,0,0,0,25,53,67,0,0,11,76,3,32,0,0,0,34,123,49,0
6,15,98,0,0,0,0,53,112,61,0,76,13,0,0,24,21,57,103,68,67,0
8,5,17,0,0,0,0,29,48,53,0,77,86,83,32,0,0,21,114,47,0,0
5,3,0,0,0,0,55,45,53,18,0,77,86,83,88,0,0,19,103,117,0,0
8,5,0,0,0,0,30,28,48,53,65,83,74,0,0,94,119,69,93,49,0,0
6,3,0,0,0,33,52,53,67,65,0,17,74,0,0,0,0,23,28,24,48,0
9,6,3,17,0,0,0,21,46,53,0,76,97,87,0,0,0,25,53,68,67,0
11,5,17,0,0,0,23,21,53,66,0,77,86,83,3,87,0,0,0,55,103,0
10,6,2,17,0,0,0,145,53,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,3,0,0,0,0,19,53,60,0,11,12,76,0,0,94,55,118,103,71,0
3,17,0,0,0,40,24,53,68,120,0,77,32,0,0,0,0,52,55,67,0,0
6,0,0,0,23,24,55,53,68,65,0,76,13,88,0,0,0,49,61,143,0,0
6,2,0,0,0,19,55,53,60,0,0,11,87,108,0,0,0,57,93,121,0,0
9,2,17,0,0,0,0,53,54,144,0,80,11,0,0,24,21,46,49,113,0,0
11,22,0,0,51,44,46,53,0,0,0,9,6,32,0,0,0,0,24,128,0,0
5,4,17,0,0,0,28,48,53,0,0,77,86,87,0,0,0,40,102,24,103,0
5,0,0,0,0,34,96,24,48,53,0,11,91,32,74,0,0,26,49,0,0,0
8,32,0,0,30,28,56,48,53,117,0,77,86,83,90,0,0,0,114,103,65,0
6,0,0,0,0,23,7,27,53,67,0,13,22,0,0,94,21,58,73,54,146,0
11,2,22,0,0,0,19,53,62,0,0,9,5,32,0,0,0,24,21,55,103,0
12,5,17,0,0,0,0,28,48,53,0,11,32,74,0,0,96,24,113,65,0,0
5,3,31,88,0,0,0,21,29,47,0,11,76,0,0,0,96,7,147,53,0,0
5,3,17,0,0,0,0,24,55,53,66,86,74,0,0,94,48,39,103,65,109,0
10,12,6,32,0,0,0,53,71,0,0,158,0,64,0,0,23,24,21,46,68,0
10,5,17,0,0,0,0,48,67,0,0,77,86,91,0,0,102,29,103,49,0,0
6,98,0,0,0,55,69,53,66,18,0,98,94,53,148,149,150,151,0,0,0,0
6,3,17,0,0,0,19,53,68,0,0,12,77,0,0,0,33,28,49,121,0,0
5,6,2,0,64,0,0,53,136,60,70,97,0,0,0,46,71,65,66,0,0,0
11,31,17,0,0,0,0,55,68,0,0,12,87,0,0,52,7,93,0,0,0,0
11,2,0,0,0,0,34,53,49,0,0,75,76,3,32,0,0,96,42,0,0,0
14,101,22,0,0,46,53,139,66,0,0,11,87,0,0,0,0,52,103,135,18,0
11,3,17,0,0,0,0,96,53,61,0,158,76,32,0,0,51,24,21,66,0,0
10,6,17,0,0,48,53,49,0,0,0,79,76,43,87,0,0,0,21,49,0,0
11,5,0,0,30,21,29,55,69,53,0,17,0,0,28,48,0,71,67,65,0,0
5,3,2,0,0,0,0,19,53,67,0,11,5,0,0,55,106,46,103,122,0,0
11,17,0,0,0,34,19,27,58,0,0,91,0,0,0,96,27,24,47,66,0,0
5,2,0,0,0,28,48,53,65,0,0,77,0,0,0,28,34,24,57,48,113,0
5,0,0,0,34,96,24,48,59,53,0,31,32,0,0,0,7,29,147,63,49,0
10,5,0,0,28,55,35,53,49,0,0,3,0,0,0,52,19,21,48,103,121,0
5,3,0,0,0,19,29,69,53,18,0,90,43,0,94,7,57,0,103,117,0,0
10,6,88,0,0,0,44,53,66,0,0,11,76,0,0,0,52,34,19,24,120,0
5,0,0,0,0,19,58,48,45,0,0,76,17,0,0,102,28,44,53,117,0,0
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,33,19,46,103,18,0
0,0,0,33,30,28,48,69,42,53,66,74,0,0,0,7,48,103,107,121,0,0
11,6,126,0,0,0,0,58,53,49,0,9,76,3,17,0,0,24,21,66,0,0
10,6,0,0,0,0,19,57,46,53,0,78,76,3,98,0,0,33,40,94,103,0
6,22,0,0,0,0,51,24,67,65,0,77,0,0,19,55,53,49,143,0,0,0
10,5,3,98,0,0,0,0,53,65,0,11,76,108,0,0,19,49,66,0,0,0
10,12,3,0,0,21,53,49,66,0,0,11,76,0,0,0,0,34,19,57,0,0
11,6,0,0,0,24,55,53,67,0,0,76,3,32,0,0,0,52,21,49,65,0
5,22,0,0,30,28,48,53,66,0,0,86,83,32,74,0,0,0,0,119,114,110
11,17,0,0,0,24,21,46,53,67,0,36,87,0,0,0,55,103,121,61,0,0
11,9,17,0,0,0,33,7,53,0,0,9,76,17,0,0,0,0,24,55,113,0
11,6,17,0,0,0,27,24,53,68,0,75,76,13,0,0,0,23,7,49,0,0
11,17,0,0,0,0,58,53,66,0,0,95,74,0,0,51,21,55,118,39,0,0
6,17,0,0,0,0,58,53,61,65,0,79,89,90,0,0,0,19,118,62,0,0
11,5,17,0,0,0,0,34,53,0,0,12,81,0,0,94,106,63,103,121,0,0
0,0,0,51,48,26,35,53,65,0,0,77,83,3,17,0,0,94,34,49,0,0
6,3,98,0,0,0,52,96,35,53,0,0,0,47,103,121,120,152,122,70,0,0
0,0,0,0,23,53,66,0,0,0,0,5,97,0,0,0,0,51,55,103,61,0
6,22,0,0,0,0,51,44,53,61,0,76,3,0,0,52,21,123,103,49,0,0
11,5,1,0,0,30,21,29,55,69,53,77,86,83,90,0,0,0,48,49,0,0
4,0,0,0,28,21,48,41,53,0,0,77,86,17,0,0,0,52,24,48,103,0
9,6,3,31,0,0,0,0,53,66,0,158,76,32,0,0,34,103,117,0,0,0
11,6,3,0,0,0,0,57,53,66,0,9,90,37,88,0,0,24,106,103,0,0
12,5,32,0,0,0,52,28,60,0,0,153,132,154,0,0,0,19,103,0,0,0
10,6,22,0,0,0,0,19,53,67,0,11,76,97,87,0,0,21,55,93,0,0
3,22,0,0,0,28,48,39,53,54,0,76,87,0,0,0,102,47,49,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,101,0,0,0,0,52,155,66,0,0
17,0,0,55,35,53,62,61,65,0,0,6,3,97,0,0,0,0,24,103,128,66
11,6,3,2,0,0,0,55,53,66,0,76,87,0,0,0,24,21,46,71,68,0
11,6,31,0,0,0,0,25,53,66,0,76,87,0,0,27,103,49,120,0,0,0
11,5,0,0,0,0,34,57,48,0,0,82,156,77,0,0,7,42,103,49,0,0
6,4,1,0,0,0,34,55,53,68,0,79,11,76,3,0,0,0,24,21,49,65
5,3,0,0,0,0,28,24,48,53,139,77,83,0,0,119,110,157,49,62,0,0
11,9,2,0,0,39,53,117,54,0,0,11,76,1,0,0,0,0,24,55,103,0
6,22,0,0,0,0,24,55,53,66,0,76,32,0,0,106,49,121,67,0,0,0
8,5,3,0,0,30,29,55,53,0,0,11,74,0,0,0,69,103,121,61,0,0
5,17,0,0,0,57,48,45,53,0,0,77,86,83,0,0,0,24,48,103,0,0
11,6,2,22,0,0,0,0,24,46,53,76,97,0,0,24,55,103,121,66,0,0
5,17,0,0,0,28,21,48,69,53,0,83,3,87,74,0,0,33,94,114,103,49
6,2,0,0,0,0,33,44,53,120,0,0,0,34,106,113,112,121,66,0,0,0
11,6,37,22,0,0,0,53,65,0,0,76,32,0,0,0,0,23,55,39,103,66
6,3,0,0,0,34,96,48,69,53,0,76,88,0,0,94,21,57,26,49,0,0
11,6,3,22,0,64,0,0,0,24,53,158,76,87,0,64,0,24,21,93,49,0
8,5,0,0,0,134,28,48,41,0,0,86,83,90,3,17,74,0,0,114,0,0
5,2,0,0,0,44,29,48,53,0,0,77,86,83,76,31,0,0,94,102,69,0
14,6,38,0,0,40,35,103,18,0,0,76,99,0,0,112,159,160,151,0,0,0
11,6,17,0,0,0,34,21,48,53,0,9,77,4,32,0,0,0,24,73,66,0
11,6,3,0,0,0,34,46,35,53,0,9,76,0,0,23,103,49,121,0,0,0
12,6,3,32,0,0,0,0,57,53,0,83,77,0,0,23,19,21,42,103,0,0
11,9,37,88,0,0,50,53,0,0,0,85,1,0,0,0,0,24,46,103,71,100
5,17,0,64,0,0,52,19,27,53,61,31,161,98,0,0,0,96,47,39,113,0
6,2,0,0,59,63,35,53,120,0,0,14,11,76,1,0,64,0,0,103,135,0
17,0,0,0,0,28,96,24,48,53,0,77,83,32,0,0,30,28,27,66,0,0
8,5,0,64,0,0,28,96,56,48,0,11,83,87,74,0,64,0,0,0,30,130
10,6,87,0,0,40,48,53,60,0,0,75,11,1,98,0,0,0,0,24,103,0
3,17,0,0,0,0,52,24,58,54,67,76,13,0,0,94,55,103,117,66,120,70
11,5,3,17,0,0,0,30,28,48,53,77,86,83,0,0,0,0,119,114,42,0
6,2,17,0,0,0,21,48,26,53,0,12,76,91,3,0,0,0,94,96,103,0
11,6,17,0,0,0,0,39,53,66,0,9,81,76,87,108,0,0,94,24,46,0
10,6,17,0,0,0,0,27,53,60,0,76,97,87,0,0,49,67,66,0,0,0
10,6,88,0,0,0,57,53,71,0,0,80,11,76,0,0,0,0,40,93,0,0
8,5,3,0,0,0,30,28,48,53,139,77,87,0,0,0,102,19,93,115,67,0
5,3,17,0,0,30,28,21,48,53,0,83,90,74,0,0,0,69,103,49,0,0
11,12,6,17,0,0,0,0,48,60,0,76,0,0,0,7,24,57,54,65,0,0
3,0,0,0,21,29,48,53,0,0,0,77,86,83,162,5,0,0,94,103,117,0
11,6,43,88,0,0,0,55,53,0,0,76,97,0,0,0,52,57,103,163,0,0
11,5,3,22,0,0,0,55,53,0,0,87,0,0,0,51,46,113,73,121,61,0
11,6,3,17,0,0,0,0,53,60,0,158,76,87,0,0,26,103,117,0,0,0
11,6,3,17,0,0,21,53,49,54,0,164,76,87,0,0,0,0,55,118,0,0
5,17,0,0,0,28,96,48,53,0,0,74,0,0,0,102,19,39,53,103,135,0
5,22,0,0,0,0,30,7,29,48,0,83,36,87,74,0,0,28,49,0,0,0
11,6,3,17,0,0,0,0,34,53,0,9,76,37,0,0,21,58,103,54,0,0
11,131,17,0,0,30,29,55,53,0,0,77,86,83,31,0,0,0,69,49,66,0
5,3,17,0,0,0,30,28,53,68,0,77,86,83,87,0,0,0,33,48,69,0
11,6,137,22,0,0,0,0,48,53,0,76,0,0,33,34,24,21,42,103,121,0
5,15,22,0,0,0,52,96,26,0,0,77,83,87,0,0,0,34,24,93,49,0
0,0,0,0,0,0,0,0,0,0,0,14,11,38,22,0,0,0,0,40,103,0
11,6,3,0,0,21,56,69,145,53,0,86,32,74,0,0,0,19,55,42,0,0
12,5,0,0,0,0,28,96,48,0,0,83,153,86,74,0,0,19,121,0,0,0
6,88,0,0,0,0,55,62,68,0,0,11,12,153,0,0,96,118,49,0,0,0
11,6,2,17,0,0,0,26,53,0,0,9,95,32,0,0,0,51,39,113,0,0
9,3,0,0,57,55,35,53,68,0,0,9,17,0,0,0,19,103,49,67,0,0
1,22,0,0,55,69,53,61,18,0,0,3,32,0,0,0,52,55,103,67,0,0
11,22,0,0,0,0,51,67,66,0,0,5,87,0,0,55,103,49,66,0,0,0
11,6,17,0,64,0,0,51,24,21,53,79,9,76,0,0,0,34,57,103,0,0
5,17,0,0,19,21,55,45,69,53,0,77,86,83,87,0,0,0,30,48,93,0
11,6,43,2,22,0,0,24,21,53,67,6,1,32,0,0,0,0,55,73,61,0
11,6,2,17,0,0,0,0,24,53,0,9,12,0,0,27,21,57,103,49,0,0
17,0,0,0,19,27,58,48,53,0,0,5,87,0,0,0,34,96,24,49,0,0
8,1,98,0,0,28,21,55,53,0,0,77,83,162,0,0,0,0,30,93,66,0
유기화학,6,22,0,0,0,96,57,147,53,0,82,165,140,166,167,168,22,0,0,53,0
6,0,0,0,52,69,46,53,66,18,0,79,3,32,0,19,106,103,120,0,0,0
5,3,17,0,0,0,30,28,24,48,53,77,86,83,162,87,0,0,0,96,42,0
11,13,0,0,0,50,55,35,53,0,0,78,89,17,0,0,24,103,49,67,0,0
8,5,22,0,0,0,30,28,48,53,0,77,86,83,3,0,0,0,119,48,0,0
9,6,2,17,0,0,96,48,35,0,0,11,12,76,87,0,0,0,34,35,0,0
79,5,3,0,0,0,44,24,53,65,0,76,1,0,0,0,21,55,49,67,0,0
10,5,88,0,0,0,23,55,53,0,0,79,11,76,3,97,0,0,0,24,48,0
10,11,6,17,0,0,0,0,53,128,0,12,0,0,51,34,96,19,24,103,0,0
9,6,31,17,0,0,0,24,21,41,53,11,169,76,3,95,32,0,0,103,0,0
11,6,3,2,88,0,0,0,27,24,53,79,90,97,0,0,59,69,47,0,0,0
0,0,0,0,52,19,55,53,66,0,0,9,76,0,0,24,21,49,71,120,0,0
5,0,0,25,51,44,21,55,53,60,0,77,86,83,32,0,0,0,0,19,48,0
5,3,17,0,0,0,28,21,48,53,0,32,74,0,0,0,94,102,49,107,0,0
5,2,32,0,0,0,0,34,27,53,0,86,83,3,97,74,0,0,96,106,49,0
8,0,0,0,30,29,55,35,53,49,0,77,86,83,3,0,0,0,94,48,103,0
6,3,0,0,44,48,69,53,60,0,0,97,87,0,0,0,118,103,121,72,0,0
11,6,32,0,0,0,0,24,53,71,0,76,0,0,7,21,57,49,113,54,16,0
6,3,0,0,0,50,53,68,66,0,0,76,0,0,0,23,7,24,42,103,65,0
6,3,2,0,0,0,0,24,53,71,16,170,76,0,0,23,103,68,67,0,0,0
10,6,22,0,0,0,0,24,55,67,0,76,32,0,0,49,113,62,61,68,0,0
5,17,0,0,0,0,28,96,48,53,0,76,1,87,0,64,0,51,34,24,103,0
9,12,3,0,0,0,24,21,53,49,66,5,0,0,0,94,19,39,103,61,68,0
11,5,17,0,0,0,0,42,53,67,0,0,0,0,0,0,0,0,0,0,0,0
10,6,13,22,0,0,52,35,53,0,0,32,0,0,0,55,45,103,54,107,0,0
11,6,3,32,0,0,0,0,58,61,0,36,0,0,58,53,113,61,65,18,0,0
10,6,3,2,0,0,0,33,34,53,0,11,76,0,0,0,0,34,105,93,0,0
11,6,3,1,17,0,0,21,49,0,0,90,32,0,0,0,0,34,24,48,53,0
11,4,2,22,0,0,0,0,63,53,0,3,32,0,52,34,21,0,0,0,0,0
6,17,0,0,0,52,28,19,69,53,0,76,0,0,0,28,24,48,47,0,0,0
11,6,17,0,0,0,55,53,66,0,0,76,3,0,0,0,47,103,121,66,122,0
10,5,22,0,0,48,35,53,16,0,0,9,12,87,74,0,0,0,49,67,0,0
11,6,3,31,0,0,55,53,61,0,0,76,95,0,0,0,7,171,103,18,0,0
32,0,0,0,34,58,105,35,53,0,0,97,88,0,0,94,19,113,71,100,67,0
11,13,0,0,0,7,24,46,53,67,0,80,9,31,17,0,0,0,94,93,71,0
10,17,0,0,0,0,19,26,53,0,0,11,6,87,0,0,24,93,117,66,0,0
22,0,0,0,58,55,53,65,66,0,0,77,5,87,0,0,0,0,57,103,67,0
11,6,17,0,0,0,0,27,24,53,0,78,76,92,32,0,0,19,0,0,0,0
6,0,0,0,96,55,26,145,53,18,0,12,76,91,0,64,0,0,34,57,42,103
2,17,0,0,0,55,53,49,60,0,0,90,97,108,0,0,0,21,113,121,190,70
6,3,22,0,0,0,0,55,53,66,0,77,86,32,0,0,103,49,65,109,0,0
6,3,1,32,0,0,0,0,24,53,60,12,74,0,0,51,28,103,121,0,0,0
10,11,6,17,0,0,0,21,68,0,0,3,87,0,64,0,0,24,55,53,66,0
11,6,2,0,0,0,53,71,0,0,0,87,0,0,0,34,24,21,103,68,67,0
5,22,0,0,0,30,28,96,48,0,0,79,78,87,0,0,0,21,93,65,0,0
12,6,0,0,0,0,33,19,48,123,0,83,3,32,0,0,51,118,103,49,0,0
5,4,22,0,0,19,29,48,0,0,0,5,4,22,0,0,19,29,48,0,0,0
11,0,0,0,19,26,35,53,65,0,0,9,76,17,0,0,34,103,49,0,0,0
5,32,0,0,0,0,23,34,172,53,65,86,36,74,88,0,0,96,24,47,113,0
0,0,0,19,24,58,42,53,61,0,0,5,87,0,0,0,23,113,68,67,0,0
11,6,3,0,0,0,145,46,71,0,0,79,76,0,0,94,34,53,103,49,16,0
5,0,0,0,0,28,34,55,26,53,0,11,90,0,0,94,19,103,65,66,0,0
0,0,0,0,0,0,0,0,0,0,0,11,88,0,0,0,0,173,46,103,18,0
5,17,0,0,0,0,30,28,58,48,0,77,86,83,5,97,32,0,0,113,0,0
0,0,0,28,96,19,48,53,68,0,0,83,81,77,1,0,0,0,24,107,0,0
12,6,17,0,0,0,0,48,139,68,0,153,17,0,0,0,0,44,24,62,0,0
5,4,0,0,0,96,44,26,53,0,0,90,87,0,0,0,34,24,21,55,49,0
10,3,43,0,0,0,0,24,48,53,0,78,6,76,91,20,0,0,19,29,113,0
6,3,22,0,0,0,55,53,68,65,0,76,0,0,0,40,24,93,62,61,0,0
5,3,0,0,0,30,28,19,48,53,0,17,74,0,0,0,102,21,93,115,0,0
10,5,131,0,0,0,0,23,24,53,0,77,86,83,3,17,0,0,55,66,0,0
11,6,2,22,0,0,0,21,53,67,0,164,76,87,0,0,0,24,47,39,42,0
5,3,0,0,0,28,57,48,41,53,0,17,0,0,0,30,102,103,107,115,0,0
6,3,0,0,0,34,96,27,147,53,0,74,0,0,0,96,19,21,26,49,73,0
12,0,0,0,28,21,58,53,61,0,0,37,3,17,0,0,0,51,57,103,0,0
5,90,17,0,0,0,0,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,2,0,0,0,55,53,60,0,0,11,76,32,0,0,0,24,57,103,0,0
5,6,126,0,64,0,21,55,53,66,0,76,17,0,0,0,0,25,121,67,0,0
32,0,0,0,34,96,48,53,0,0,0,77,86,0,0,0,25,23,28,27,24,103
4,2,98,0,0,34,29,55,0,0,0,77,83,0,0,0,0,30,24,42,113,66
3,2,22,0,0,96,35,53,54,0,0,12,6,32,0,0,0,34,47,103,0,0
11,6,22,0,0,0,0,57,53,54,0,11,87,126,0,0,94,106,103,49,0,0
11,17,0,0,0,25,96,19,21,53,0,6,3,32,0,0,0,34,24,42,103,0
11,6,88,0,0,0,0,34,147,53,0,76,1,0,0,96,26,103,68,0,0,0
