year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20110927,18.4,11.2,26.4,0,2472
20110928,18.5,13.7,23.5,0,2538
20110929,17.9,16,20.2,12.4,2219
20110930,16.9,11.8,21.5,0.2,2308
20111001,13.4,8.7,19.3,0,2308
20111002,12.9,8.2,18.7,0,2308
20111003,12.3,6,20.1,0,2308
20111004,13.9,6.5,21.9,0,2463
20111005,15.6,11,22.5,0,2466
20111006,15.6,9.9,22.3,0,2183
20111007,14.1,7.9,21.7,0,2292
20111008,14.5,8.2,22.7,0,2292
20111009,15.5,9.1,23.1,0,2292
20111010,16.5,10.5,24.5,0,2289
20111011,16.1,10.8,23.8,0,2378
20111012,15,8.5,21.5,0,2345
20111013,16.7,10.9,24.6,0,2177
20111014,14.4,12.4,16.1,9.8,2220
20111015,15.7,11.8,20.6,5.3,2220
20111016,15.5,10.8,20.4,0.4,2220
20111017,13,7.2,19.1,0,2376
20111018,9.8,3.3,17.9,0,2299
20111019,12.3,4.1,21.1,0,2282
20111020,15,9.1,21.4,0,2250
20111021,15.9,11.5,20.1,9.1,2225
20111022,15.2,11.9,19,22,2225
20111023,14.7,10.1,19.7,0,2225
20111024,14.2,11,17,1.9,2207
20111025,8.6,3.8,13.5,0,2208
20111026,8,1,16.5,0,2208
20111027,10.8,3.5,19.4,0,2209
20111028,13,7.7,20.2,0,2217
20111029,13.3,10,17.1,2.3,2217
20111030,14.1,9.8,19.6,0.3,2217
20111031,13.2,7.3,21.2,0,1999
20111101,14.9,8.1,22.3,0,1973
20111102,16.3,12.5,22.1,0.1,1959
20111103,17.2,12.1,23.8,0,1921
20111104,18.7,14,23.8,2.3,1900
20111105,18.9,16.2,23.4,21.1,1900
20111106,16.2,14.5,19,9,1900
20111107,15.5,13.3,19.2,0.3,1834
20111108,14.3,11.8,17.6,1.1,1796
20111109,13.7,11.4,16.6,0.8,1741
20111110,13.4,10.1,16.9,0.1,1611
20111111,12.4,9.3,16.6,1.9,1480
20111112,11.7,7.7,17,0,1480
20111113,11.7,7.5,17,0,1480
20111114,8,3.5,13.5,0,1470
20111115,7,1.7,14,0,1415
20111116,9.1,1.7,17,0,1342
20111117,11.9,6.8,15.7,1,1197
20111118,14.5,11.4,17.5,20.6,1168
20111119,13.2,7.6,18.1,6.3,1168
20111120,3.9,0.9,7.7,0,1168
20111121,2.7,-1.8,8.4,0,1146
20111122,5,-1.1,9.2,0.2,1131
20111123,5.5,1.9,10.4,5.2,1135
20111124,1.9,-1.7,5.9,0,1122
20111125,2.9,-1.8,9.3,0,1129
20111126,5.9,-0.9,12.5,0,1129
20111127,10.7,5.2,17.5,0.1,1129
20111128,12,7.8,18.2,0.4,1101
20111129,11.8,8.2,16.6,2.4,1093
20111130,8,5,11.5,29.7,1106
20111201,6,4.3,8.2,1.6,1106
20111202,6.5,3,9.4,2.6,1106
20111203,6.3,3.2,9.6,7,1106
20111204,4.9,0.9,9,0,1106
20111205,2.8,-1.7,8.2,0,1189
20111206,4.6,1.6,9.2,0.2,1181
20111207,5.7,2.4,9.1,0,1181
20111208,3.3,-0.5,7.4,1.7,1141
20111209,-0.6,-3,2.7,1.5,1132
20111210,-0.5,-4.7,3.4,0.5,1132
20111211,3.5,-0.5,7,0,1132
20111212,4.4,-0.5,9.5,0,1149
20111213,2.2,-3.4,9.8,0,1133
20111214,3.9,-2.8,10,0,1133
20111215,0.1,-3.9,5.3,0,1193
20111216,-3.7,-6.4,-0.3,0.5,1214
20111217,-3.4,-8.1,1.5,0,1214
20111218,-0.6,-4.9,4.3,0,1214
20111219,-1.1,-6,4.7,0,1241
20111220,-0.2,-5.8,5.5,0,1241
20111221,2.4,-1.9,6.7,0.1,1241
20111222,-1.6,-6.6,3.5,0.1,1316
20111223,-4.4,-9.3,1,0.3,1308
20111224,-3.1,-7.2,1.2,0.8,1308
20111225,-4.1,-7.9,0,0.1,1308
20111226,-4.8,-9,0.2,0,1251
20111227,-3.3,-9.1,3.8,0,1282
20111228,-0.5,-6.3,5.9,0.1,1323
20111229,0.2,-4.5,5.4,0.3,1338
20111230,-2.1,-6.7,4.6,0,1326
20111231,-1.2,-7.1,3.8,0,1326
20120101,-0.3,-4.7,3.8,0.4,1326
20120102,-2.8,-7.5,2.6,0,1319
20120103,-1.9,-5.8,2.8,0.7,1319
20120104,-4,-6.6,-1,0.8,1319
20120105,-4.1,-8.7,1.5,0,1338
20120106,-2.6,-7.8,3.7,0,1338
20120107,-3.3,-9,4.1,0,1338
20120108,-1.9,-8.2,4.7,0,1338
20120109,0.1,-4,4.9,0,1350
20120110,0,-3.7,4.5,0,1347
20120111,-3,-7.6,0.7,0,1340
20120112,-3.4,-9.6,2.2,0,1192
20120113,-0.2,-4.8,5.3,0,1194
20120114,-1,-6.6,4.9,0,1194
20120115,-0.6,-3.9,3.8,0,1194
20120116,1.2,-4,7.3,2,1190
20120117,2.8,-1.2,8.6,0.2,1240
20120118,2.4,-1.8,7.3,0.4,1240
20120119,4.8,1.7,7.4,5.9,1288
20120120,5.9,3.5,8.9,1.4,1374
20120121,3.8,1.4,6.7,1.5,1374
20120122,-1.7,-6.2,2.5,0,1374
20120123,-6.3,-9.6,-2.3,0,1374
20120124,-5.8,-10.6,-0.7,0.2,1374
20120125,-5.9,-9.7,-2,0.7,1377
20120126,-3.3,-10.9,3.2,0,1427
20120127,0.1,-4.9,6.1,0.1,1431
20120128,0.2,-3.8,5.7,0,1431
20120129,-0.9,-5.8,4.8,0,1431
20120130,-2.8,-7.1,2.4,0,1386
20120131,-2.3,-9.2,3.4,3.3,1374
20120201,-6.5,-10.6,-0.4,0.3,1510
20120202,-10.2,-13.9,-5.7,0.1,1522
20120203,-7,-13.7,-0.9,0,1522
20120204,-1.9,-7.5,4.1,0.1,1522
20120205,-0.6,-5.2,5.6,0,1522
20120206,1.2,-4.3,6.2,1.6,1488
20120207,-3.7,-8.5,3,0,1511
20120208,-6.3,-11.1,-1.6,0.4,1576
20120209,-3,-8.8,1.7,0.2,1598
20120210,-1.4,-6.2,3.7,0,1629
20120211,-2.4,-8,3.6,0,1629
20120212,0,-7.2,6.7,0,1629
20120213,2.3,-0.9,6.5,0.5,1679
20120214,3.4,-0.8,9,3.4,1676
20120215,2.1,-1,7,0,1732
20120216,0.3,-3.7,4.9,0,1779
20120217,-3.6,-6.5,0.1,0.1,1811
20120218,-4.8,-9,-0.3,0.1,1811
20120219,-3.3,-9.1,2.7,0,1811
20120220,-0.6,-8.4,7,0,1862
20120221,0.8,-4.5,6.3,0.7,1866
20120222,4.4,-2.2,10.7,0,2176
20120223,5.7,1.1,10.8,0,2398
20120224,4.5,-0.4,9.4,0.3,2395
20120225,2.2,-0.5,5.3,1,2395
20120226,-0.1,-3.1,4.3,0.6,2395
20120227,-0.3,-6.4,6.8,0,2562
20120228,1.6,-4.3,7,0.6,2636
20120229,4.6,-2.2,12.1,0.1,2662
20120301,7.3,0.9,14.5,0,2662
20120302,5.8,4.1,7.9,2.1,2748
20120303,6.2,2.4,10.6,0.5,2748
20120304,5.6,2.7,8.4,4.4,2748
20120305,5.3,3.6,7,15.7,2829
20120306,4.9,2.3,7.9,3.6,2926
20120307,4.5,0.6,9.9,0,2953
20120308,3.9,-0.4,9.5,0,2996
20120309,3.9,-1.2,9.6,0.5,2971
20120310,4.5,0.7,9.6,0.1,2971
20120311,0.3,-2.8,3.4,0,2971
20120312,-0.3,-5,5.1,0,2993
20120313,1.6,-4.9,8.2,0,3011
20120314,4.5,-2.7,11,0,3133
20120315,6.1,-0.2,12.9,0,3201
20120316,7.2,3.4,11.2,5.4,3253
20120317,9.3,6.7,13.4,1.9,3253
20120318,7.3,2.6,12.4,1.2,3253
20120319,3.9,-0.8,9.5,0,3290
20120320,3.9,-1.9,10,0,3330
20120321,5.3,-2.2,12.7,0,3322
20120322,6.6,2.3,10.4,7.6,3302
20120323,6,3.7,8.3,19,3290
20120324,4.8,2.2,8.8,1.2,3290
20120325,4.4,1,8.8,0,3290
20120326,4.6,-1.3,10.8,0,3337
20120327,8.1,-0.7,15.6,0,3337
20120328,9.9,3.7,17.4,0,3330
20120329,11.9,1.8,18.9,0.6,3331
20120330,12,7.8,15.5,25,3353
20120331,7,2.8,11.8,0.1,3353
20120401,5.5,-0.2,11.7,0,3353
20120402,10.1,1.3,16.9,5.7,3352
20120403,6.7,2.8,13.3,24,3325
20120404,8.7,0.7,15.7,0,3318
20120405,8.3,3,14.2,0,3300
20120406,6.3,0.7,12.3,0,3363
20120407,6.8,0,13.8,0,3363
20120408,13.3,2.7,21,0,3363
20120409,16,10.7,22.4,0,3355
20120410,13.7,10.1,18,4.8,3399
20120411,12.5,7.8,17.6,2.2,3399
20120412,10.8,3.8,17.1,0,3385
20120413,10.5,7.4,14.7,0.7,3425
20120414,12.7,6.2,20.1,0,3425
20120415,14.7,7.6,23.3,0,3425
20120416,13.3,6.9,21.1,0,3468
20120417,11.9,4.8,19.2,0,3495
20120418,13.5,5.7,21.2,0,3494
20120419,13.6,8.6,19.2,1.9,3473
20120420,15,11.5,19.6,0.7,3471
20120421,12.6,10.7,15,57.6,3471
20120422,12.4,9.5,16.4,4.1,3471
20120423,15.7,8.8,22.8,0.1,3452
20120424,19,11.1,27.2,0,3462
20120425,14.7,11.4,18.9,28.6,3458
20120426,13.1,8.2,18.1,0.5,3451
20120427,14.5,5.4,23.1,0,3461
20120428,16.9,8.6,24.9,0,3461
20120429,16.8,11,22.1,0,3461
20120430,18.7,12.9,23.7,0.3,3462
20120501,18.8,14.7,23.2,5.6,3462
20120502,19,15.6,23.7,1.2,3360
20120503,17.4,13.4,22.8,1.5,3384
20120504,18.9,12,26.1,0.1,3260
20120505,19.6,13.3,26.2,0.1,3260
20120506,17.7,10.6,25,0,3260
20120507,18.4,10.7,26.5,0,3199
20120508,18.9,12.5,27,1.1,3058
20120509,18.4,12.6,26.1,0.1,2931
20120510,15.9,12.2,20.8,0.2,2764
20120511,14.5,12.4,17.8,0.1,2695
20120512,15.5,11.3,20.9,0,2695
20120513,16.9,12.2,22.4,0,2695
20120514,15.6,14,17.1,17.6,2632
20120515,17.5,13.1,22.9,0.5,2613
20120516,17.3,11.4,23.7,0.1,2540
20120517,16.1,11.2,21.8,1.3,2587
20120518,16.7,9.3,24.6,0,2576
20120519,17.8,11,24.6,0,2576
20120520,19,11.6,26.9,0,2576
20120521,19.4,12.3,26.7,0,2586
20120522,20,12.5,27.7,0,2551
20120523,20.7,14.6,28.1,0,2512
20120524,19.7,14.8,25.4,0.3,2366
20120525,19.9,15.3,26.1,0.3,2346
20120526,19.7,12.7,27.4,0,2346
20120527,20.4,13,27.6,0.3,2346
20120528,19.7,14.9,25.8,1.3,2346
20120529,20.4,15.1,26.7,0.1,2304
20120530,18.7,16.6,21.9,3.5,2288
20120531,19.6,15.5,25.5,1.1,2305
20120601,19.8,14.3,25.8,0,2310
20120602,20.3,16.4,26.5,1.5,2310
20120603,20.9,14.6,27.7,0,2310
20120604,21.6,15.6,27.5,0.2,2298
20120605,23.1,18.7,28.8,0,2294
20120606,22.7,18.5,28,0,2294
20120607,22.7,17.9,28.8,0,2165
20120608,20.1,18,23.5,7.7,2158
20120609,21.6,17.6,27,0,2158
20120610,22.1,17.5,27.9,1.1,2158
20120611,21.5,17.9,26.3,0.2,2142
20120612,22,17.9,27.6,2.2,2093
20120613,21.4,17.7,26.4,1.4,2130
20120614,21.5,17.4,26.6,0,2139
20120615,20.4,18.1,23,4.5,2066
20120616,22.2,17.5,27.7,0.3,2066
20120617,23.2,17.8,29.2,0,2066
20120618,22.2,18.5,27.1,3.3,2041
20120619,22.9,18.8,28.9,7.2,2068
20120620,22.6,18.3,27.7,0.2,2060
20120621,23.5,18.9,29.8,0.1,2060
20120622,23.1,18.4,28.9,0.1,2060
20120623,23.8,19.2,29.8,1,2060
20120624,23.3,19.6,27.1,0.8,2060
20120625,22.7,18.2,27.7,0,2116
20120626,21.7,18.6,25.5,0.4,2239
20120627,21.4,18.7,25,0.2,2358
20120628,22.8,18.1,28,0,2510
20120629,23.5,19.4,28.7,4.6,2597
20120630,23.3,20.9,26,37.4,2597
20120701,23.4,20.4,27.7,0.5,2597
20120702,24,19.9,29.2,0.1,2689
20120703,24.6,20.4,29.3,1.1,2782
20120704,25.4,22,29.6,0.3,2793
20120705,23.9,22.3,26.1,25.2,2960
20120706,23.2,21,25.5,64,2978
20120707,23,19.6,28.1,2.1,2978
20120708,24,19.3,29.7,0,2978
20120709,24.9,20,30.7,0,2996
20120710,24,20.9,27.8,6.4,2991
20120711,24.1,21.9,27.3,33.2,2921
20120712,25,21.1,29.1,0.8,2716
20120713,24.8,21.9,29,23.6,2675
20120714,23.3,21.3,25.8,25.1,2675
20120715,22.4,20.3,25.1,48.2,2675
20120716,23,20.4,26.5,0.6,2671
20120717,23.5,21.2,26.3,8,2659
20120718,25.4,22.7,28.6,14.1,2686
20120719,25.6,23.1,29.2,27.9,2850
20120720,26.1,22.8,30.8,0.2,2849
20120721,26.1,22.3,31,0.1,2849
20120722,25.6,23.3,29,3.9,2849
20120723,27.3,23.8,31.8,0.7,2800
20120724,28,24.1,33.1,0,2806
20120725,28,23.6,33.4,0,2773
20120726,27.9,23.3,33.4,0,2775
20120727,28,23.6,33.2,0,2809
20120728,28.2,23.8,33.6,0,2809
20120729,28.7,24.1,34,0,2809
20120730,28.8,24.4,33.8,1.2,2837
20120731,28.9,24.7,34.3,0.1,2772
20120801,29.4,24.3,34.9,0,2764
20120802,28.8,25.5,32.9,0.3,2522
20120803,28.8,24.9,33.6,0,2533
20120804,28.8,24.3,34.3,0,2533
20120805,29.2,23.6,35.3,0,2533
20120806,29,24.4,34.5,1.2,2550
20120807,28.2,24,33.5,0.2,2600
20120808,27,22.3,32.4,0,2752
20120809,27.2,23,32.7,0.2,2883
20120810,25.3,23.1,29,8,2891
20120811,26.9,22.7,31.8,0.8,2891
20120812,26.2,23.7,30.2,26.8,2891
20120813,25.5,23.2,28.8,35,2984
20120814,25.4,22.4,29.1,6.2,3033
20120815,26.5,23.5,30.2,42.8,3033
20120816,25.6,23.1,29.3,21.1,2972
20120817,26.9,23.4,31.8,2.7,2970
20120818,27.6,24.6,31.8,2.6,2970
20120819,28.2,25.3,32.2,1.5,2970
20120820,26.8,24.8,29.3,17.7,2991
20120821,26.7,24,31.3,17.4,2977
20120822,23.6,21.7,26.7,29.4,2977
20120823,22.4,20.6,24.7,38.5,2995
20120824,22.4,20.6,24.4,40.8,2968
20120825,25.6,22,30.6,3.4,2968
20120826,27,22.8,32.2,0,2968
20120827,27.1,23.1,30.8,1.9,3023
20120828,25.9,23.4,28.6,38.3,3058
20120829,26.2,23.2,30.3,2.6,3179
20120830,22.3,19.6,25.4,67.5,3406
20120831,22.6,18.3,27.7,1.7,3394
20120901,22.9,19.1,28.1,0.5,3394
20120902,23.3,19.9,28.4,0.3,3394
20120903,23.7,19.9,29,0.1,3395
20120904,23.1,19.8,27,23.3,3423
20120905,22.8,18.2,28,9.9,3457
20120906,20.8,15.7,27.2,0,3393
20120907,21.9,15.7,27.5,8.7,3366
20120908,21.9,18.8,26.4,33.3,3366
20120909,19.9,18,22.8,7.9,3366
20120910,21,17.3,26.3,10.4,3434
20120911,20.9,16.1,26.9,0,3479
20120912,21.1,16.5,26.3,0,3495
20120913,21.3,19.3,23.9,5.8,3492
20120914,19.8,17.6,22.7,4.3,3490
20120915,19.8,16.8,23.6,2.9,3490
20120916,18.8,17.3,20.7,46.6,3490
20120917,18.8,17.4,20.9,95.5,3462
20120918,20.7,17.2,25.4,0.1,3507
20120919,19.6,15.5,25.1,0.3,3622
20120920,18.9,14.1,25.4,0,3747
20120921,18.7,14.1,24.9,0,3784
20120922,19.1,14.2,25.8,0.1,3784
20120923,19.3,14.1,26.2,0,3784
20120924,19.1,13.5,26.2,0,3999
20120925,19.2,13.6,26.2,0,3851
20120926,18.8,13.4,25,0,3784
20120927,18.8,15.2,23.7,0,3817
20120928,18.6,14.4,24.5,1.6,3849
20120929,16.6,12.4,21.7,0.1,3849
20120930,15.9,10.6,22,0,3849
20121001,16.7,11.1,23.7,0,3849
20121002,17.3,12,24.4,0,3938
20121003,17.4,11.8,24.6,0,3938
20121004,17.1,11.1,24.5,0,3997
20121005,17.5,12.3,22.8,0,3998
20121006,17.9,13.5,24,0.1,3998
20121007,16.7,11.2,23.8,0,3998
20121008,15.6,10.5,22.4,0,3983
20121009,15.2,9.2,21.9,0,3909
20121010,15.4,10.5,21.9,1.6,3699
20121011,13.7,8.7,19.9,0,3673
20121012,13.4,6.6,21.9,0,3618
20121013,14.5,8.6,22.9,0,3618
20121014,15.4,9.6,23.5,0,3618
20121015,13.7,7.7,22,0,3689
20121016,15.6,7.7,23,0,3658
20121017,13.6,8.2,18.1,1.6,3571
20121018,10.5,4.2,17.7,0,3705
20121019,12.3,5.5,20.6,0,3689
20121020,13.6,7,21.2,0.1,3689
20121021,15.7,9.2,24,0,3689
20121022,14.7,10.5,20.2,26.7,3645
20121023,11,6.3,16.2,0,3623
20121024,11.6,5.9,18.2,0,3619
20121025,13.2,7.4,21,0.1,3468
20121026,14.5,8.6,22.2,0,3434
20121027,14.8,11.9,17.2,25.4,3434
20121028,15.4,9.8,20.6,0,3434
20121029,12.1,6.8,18.5,0,3372
20121030,10.3,5.4,15,0.3,3325
20121031,8.2,3.5,13.7,0.4,3315
20121101,7.2,2.6,11.8,0.1,3109
20121102,6.2,0.3,13.7,0,3035
20121103,8.1,0.8,16.7,0,3035
20121104,10.8,5.4,14.9,5.8,3035
20121105,10.4,6.9,14.8,3,3198
20121106,9.3,6.3,12.4,4.5,3134
20121107,9.8,6.1,14.3,0,3172
20121108,10,5.5,15,0,2824
20121109,9.8,4.9,16.2,0,2791
20121110,12.1,7.7,15.6,3,2791
20121111,10.6,6.9,15,18.1,2791
20121112,9.6,6.9,12.5,1.2,2913
20121113,7.3,3.9,11.2,3.1,2935
20121114,4.8,2.2,8.2,0.7,2886
20121115,4.9,0.1,11.3,0,2819
20121116,5.9,-0.5,10.9,5.7,2844
20121117,7.5,3.6,10.9,4,2844
20121118,4.5,-0.2,10.8,0,2844
20121119,5.3,-0.2,11.6,1.1,2820
20121120,3.2,-1.1,8.2,0,2820
20121121,3.7,-2.3,9.6,0,2765
20121122,6.2,0.5,12.5,0,2677
20121123,6.1,3.2,9.8,0.5,2668
20121124,3.3,-1.3,8.8,0,2668
20121125,3.5,-2.9,9.3,1.2,2668
20121126,3.8,0.7,8,2.8,2675
20121127,1.8,-2.9,7.7,0,2691
20121128,6.2,-0.9,13.2,0.8,2663
20121129,2.9,-1.4,8.1,0,2710
20121130,2.6,-2.4,8.6,0.1,2634
20121201,1,-3.5,5.7,0.2,2634
20121202,3.1,-0.7,8.4,0.6,2634
20121203,3.2,-1.3,8.4,3.2,2600
20121204,0.2,-2.7,3.7,0.1,2600
20121205,0,-3.8,5.4,6.7,2600
20121206,-3.8,-7.4,-0.2,0.6,2710
20121207,-2.1,-6.4,2,3.3,2925
20121208,-3.9,-7.6,0.1,0.9,2925
20121209,-6.2,-10.1,-2.2,0.4,2925
20121210,-5.4,-10.2,0.1,0,3083
20121211,-4.2,-9.6,2.1,0,3221
20121212,-3.6,-8.8,3.6,0,3339
20121213,-1.3,-8.4,6.7,0,3331
20121214,3.3,-1.2,6.6,25.3,3333
20121215,5.3,2.1,8.7,0.5,3333
20121216,3.3,-0.4,8.7,0,3333
20121217,2.7,-0.6,7.1,0,3438
20121218,-2.8,-5.8,0.6,0,3416
20121219,-4.2,-8.1,0.8,0,3416
20121220,-1.8,-7.3,4.4,0,3543
20121221,0.9,-2.2,3,6.7,3576
20121222,0.1,-3.2,3.1,0,3576
20121223,-4.8,-9.2,-1.3,0.4,3576
20121224,-6.7,-12,-1.4,0.1,3617
20121225,-4.3,-9.5,0.7,0.3,3617
20121226,-8,-12.6,-2.1,0,3624
20121227,-4.1,-11.5,2.7,0,3634
20121228,-0.7,-3.3,2.2,7.3,3624
20121229,0.7,-3.1,4.2,2.2,3624
20121230,-3.5,-8.1,1.4,1.5,3624
20121231,-6.1,-10.5,-1.2,0.2,3730
20130101,-3.2,-9.1,2.6,2,3730
20130102,-6,-11.2,0,0.4,3853
20130103,-9.9,-13.9,-5.1,0,3958
20130104,-9,-14.7,-1.9,0,4002
20130105,-5.9,-13.1,1,0,4002
20130106,-4.1,-8.5,2.1,0,4002
20130107,-4,-9.7,2.5,0,4007
20130108,-3.2,-8.7,3.2,0,3979
20130109,-5.6,-9.6,-1.5,0,3964
20130110,-6.9,-12,-0.8,0,3862
20130111,-4.3,-11.8,2.9,0,3956
20130112,0.3,-5.6,7,0.1,3956
20130113,-0.7,-4.7,3.9,0,3956
20130114,-0.7,-6.1,5.7,0.1,3912
20130115,-1.9,-7.2,4.9,0,3939
20130116,-0.7,-5.7,3.9,0.1,3883
20130117,-2.8,-6.2,0.3,1.9,3888
20130118,-3.3,-9.1,3.2,0,3812
20130119,-0.1,-5.3,5.9,0,3812
20130120,1.4,-4.7,7,0,3812
20130121,3.8,2.2,5.3,19.3,3793
20130122,3.6,2.3,5.7,2.2,3830
20130123,2.5,0.9,4.1,1.4,3822
20130124,0.9,-3.2,4.6,0.3,3719
20130125,-4.6,-6.7,-1.5,0,3719
20130126,-5.5,-8.9,-1.2,0,3719
20130127,-5,-8.8,-0.8,0,3719
20130128,-1.8,-8.7,4.4,0,3719
20130129,2.2,-3.2,8,0,3721
20130130,4.1,-0.9,11,0,3721
20130131,6.4,0.3,12.7,0.5,3702
20130201,8.6,4.8,12.2,31.3,3702
20130202,3,-2,8.1,0,3702
20130203,-0.2,-4.7,2.8,3.2,3702
20130204,2,-1.6,6.3,4.2,3702
20130205,0.6,-3,3.5,3.9,3685
20130206,1.1,-1.2,3.7,2.2,3771
20130207,-6.2,-10.9,0,0.1,3792
20130208,-8.2,-13.2,-2.5,0,3814
20130209,-5.1,-10.6,0.6,0,3814
20130210,-1.7,-7.1,3.8,0.1,3814
20130211,-2.8,-8,2.7,0,3814
20130212,-1.7,-4.4,1.7,0.3,3957
20130213,-0.9,-6.8,5.1,0,3991
20130214,2.1,-3.3,7.9,0,4014
20130215,1.4,-3.4,6.1,0,3982
20130216,-1.6,-7.2,4.6,0,3982
20130217,2,-3.2,6.3,1.9,3982
20130218,2.9,0.2,6.3,1.8,3973
20130219,-0.1,-3.4,4,0.5,4032
20130220,-1.9,-6.8,3.6,0,4012
20130221,-0.2,-5.2,5.3,0,4044
20130222,1.6,-3.5,7.1,0.6,3949
20130223,0.1,-5.1,5.2,0,3949
20130224,1.8,-4.1,7.7,0,3949
20130225,3.1,-3.3,10.3,0,4001
20130226,4.9,0,9.4,0.2,4015
20130227,6.1,0.8,13.1,0,3997
20130228,8,-1.1,16.4,0,3996
20130301,4.2,-1.2,11.2,4.9,3996
20130302,0.4,-3.7,5.6,0,3996
20130303,1.3,-4.1,7.4,0,3996
20130304,3.4,-2.7,10.4,0,3949
20130305,4.7,-2.6,12.9,0,3986
20130306,7.9,-1,16.9,0,3986
20130307,9.4,3.5,14.6,0.8,4069
20130308,9.8,2.5,18.3,0,4076
20130309,13.5,2.3,23.7,0,4076
20130310,5.8,0.4,13.9,0,4076
20130311,4.5,-3.2,13.1,0,4028
20130312,9.1,-0.3,16.5,1.4,4085
20130313,6.5,2.1,12.4,16.1,4085
20130314,4.3,0.3,9.7,0,4159
20130315,5.9,-1,13.4,0,4133
20130316,7.6,1.2,15.8,0,4133
20130317,8.9,0.3,17.6,16,4133
20130318,10.3,7,15.5,16.3,4080
20130319,10.7,5,15.8,0,4080
20130320,5.5,-1.1,11.9,2.3,4016
20130321,2.5,-4.1,9.8,0,3998
20130322,5.3,-0.5,11.3,0,3986
20130323,6.7,0.5,13.8,0,3986
20130324,6.5,1.3,12.4,0,3986
20130325,3.8,-0.1,8.7,0.8,3986
20130326,5.1,-2.3,12.5,0,3986
20130327,9,1.3,17.2,0,3996
20130328,9.9,2.7,17.3,0,3999
20130329,7.2,1.9,13.2,0,4023
20130330,6.6,0.8,12.9,0.3,4023
20130331,7.3,2.4,13.7,0.6,4023
20130401,9.2,1.1,16.8,0,4161
20130402,7.4,4.3,12.1,1.4,4161
20130403,10,3,17.7,0,4170
20130404,11.9,4.7,20.3,0,4141
20130405,13.1,5.1,19.9,0.3,4153
20130406,8.5,3.7,13,24.7,4153
20130407,5.2,1.8,9.6,1.6,4153
20130408,8.6,0.4,16.3,0.1,4199
20130409,8.2,4.2,13.1,0.3,4236
20130410,5.5,1.2,10,0.1,4256
20130411,7,1.8,12.1,0.5,4253
20130412,6.9,0.8,12.9,0,4253
20130413,11.8,1.1,19.8,0,4253
20130414,11.4,4.3,17.5,1.5,4253
20130415,7.9,0.9,14,0,4238
20130416,15.6,5.8,24.5,0.1,4238
20130417,12.1,9.2,17.3,0.3,4218
20130418,11.8,7.3,18,0,4218
20130419,9.4,3.7,15.3,0,3966
20130420,5.8,3.5,8.5,9.7,3966
20130421,8.8,3.1,15.2,0,3966
20130422,11.3,2.3,18.9,0,3974
20130423,10.9,8.6,14,22.1,3974
20130424,13.6,8.9,19.4,1.5,3991
20130425,10.8,6.6,16.4,2.2,3856
20130426,11.4,6.4,17.3,0.5,3704
20130427,11.6,4.9,19.1,0.8,3704
20130428,15.2,7.1,22.1,0,3704
20130429,14.6,9.4,19.1,7.5,3823
20130430,13.2,6.2,21,0.1,3752
20130501,11.6,6.8,17,0.2,3752
20130502,11.8,6.7,17.9,1.1,3307
20130503,12.5,6.3,19.2,0.9,3293
20130504,14,8.7,20.5,0.1,3293
20130505,15.6,7.6,23.6,0,3293
20130506,16.8,8.9,25.1,0,3205
20130507,16.1,9.7,23.1,0,3241
20130508,17.5,8.8,26.4,0,3218
20130509,18,11.5,24.4,3.8,3130
20130510,15.6,12.8,19.5,15.9,3100
20130511,18.1,11.9,25.5,0,3100
20130512,20.2,13,26.7,0.1,3100
20130513,20.2,13.4,28.1,0,3097
20130514,18.9,11.8,26,0,3128
20130515,18.9,13.8,25.3,0,3116
20130516,17.8,12.7,23.5,0,3009
20130517,16.9,10.9,23.6,0,3009
20130518,17.7,11,24,4.2,3009
20130519,16.5,14.1,19.9,24.4,3009
20130520,16.9,12.4,21.9,0,2944
20130521,17.9,9.7,26.1,0,2933
20130522,19.9,12.1,27.6,0,2918
20130523,20.7,14.1,28.5,0,2890
20130524,21.7,14.2,30.1,0,2874
20130525,21.5,15.7,28.6,0,2874
20130526,21.8,16.9,27,0,2874
20130527,19.5,17.6,22.2,51.8,2864
20130528,19.5,17.3,22.1,26.1,2859
20130529,18.5,15.9,21.3,0.5,2842
20130530,19.8,14.5,26.5,0,2777
20130531,19.6,13.2,26.3,0,2770
20130601,19.6,15.4,25.3,0,2770
20130602,19.9,13.6,26.9,0,2770
20130603,20.1,14.2,26.6,0,2752
20130604,21.8,15.4,28.6,0,2734
20130605,22.3,16.4,28.9,0,2723
20130606,22.2,17.4,28.5,0.6,2723
20130607,22.2,17.8,28.1,0.2,2737
20130608,22.1,17.6,27.1,0,2737
20130609,22.5,17.7,27.8,0,2737
20130610,22.6,17.2,27.9,0,2737
20130611,21,18.5,24.7,4.8,2716
20130612,20.7,18.9,23.5,3.4,2691
20130613,22.3,19.3,26.5,0.1,2650
20130614,22.2,19.9,25.4,1.5,2659
20130615,24,20,29.2,0.1,2659
20130616,24.2,19.2,30.1,0,2659
20130617,24,20,28.6,1,2693
20130618,22.6,21.5,24.5,46.9,2706
20130619,23.4,20.3,28.2,20.1,2737
20130620,24.4,20.1,30,0,2775
20130621,23.8,20.8,28.1,0.4,2788
20130622,23.2,20,27.9,1.3,2788
20130623,21.6,19.5,24.8,2.9,2788
20130624,22.9,18.4,28.3,0,2773
